timestamp,bucket_values
2022-03-18T06:19:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.003, 0.005, 0.042, 0.146, 0.206, 0.184, 0.139, 0.111, 0.069, 0.036, 0.018, 0.008, 0.007, 0.005, 0.002, 0.002, 0.001, 0.001, 0.005, 0.005]"
2022-03-19T05:48:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.011, 0.107, 0.303, 0.304, 0.159, 0.056, 0.022, 0.008, 0.002, 0.001, 0.0, 0.001, 0.0, 0.001, 0.0, 0.0, 0.001, 0.004, 0.018]"
2022-03-20T07:35:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.003, 0.01, 0.039, 0.138, 0.205, 0.192, 0.154, 0.111, 0.063, 0.033, 0.02, 0.01, 0.005, 0.003, 0.002, 0.0, 0.001, 0.001, 0.001, 0.007]"
2022-03-21T06:26:30,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.0, 0.001, 0.003, 0.004, 0.008, 0.013, 0.028, 0.083, 0.128, 0.124, 0.126, 0.099, 0.088, 0.073, 0.052, 0.04, 0.031, 0.024, 0.018, 0.017, 0.014, 0.011, 0.008, 0.007]"
2022-03-22T06:56:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.007, 0.012, 0.018, 0.042, 0.069, 0.094, 0.119, 0.131, 0.122, 0.103, 0.076, 0.051, 0.045, 0.038, 0.022, 0.013, 0.011, 0.011, 0.01, 0.006]"
2022-03-23T06:27:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.003, 0.009, 0.02, 0.058, 0.122, 0.159, 0.168, 0.152, 0.112, 0.074, 0.046, 0.031, 0.016, 0.01, 0.005, 0.004, 0.003, 0.002, 0.001, 0.001]"
2022-03-24T05:49:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.005, 0.022, 0.111, 0.229, 0.253, 0.253, 0.114, 0.009, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-03-25T06:39:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.003, 0.061, 0.255, 0.325, 0.242, 0.086, 0.022, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.003, 0.003]"
2022-03-26T05:28:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.0, 0.001, 0.009, 0.016, 0.01, 0.026, 0.053, 0.119, 0.127, 0.13, 0.097, 0.08, 0.075, 0.061, 0.034, 0.038, 0.034, 0.03, 0.033, 0.012, 0.011]"
2022-03-27T02:27:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.002, 0.005, 0.015, 0.112, 0.286, 0.292, 0.145, 0.053, 0.015, 0.003, 0.0, 0.0, 0.001, 0.0, 0.0, 0.001, 0.0, 0.001, 0.002, 0.007, 0.017, 0.04]"
2022-03-27T06:20:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.002, 0.005, 0.016, 0.1, 0.264, 0.283, 0.157, 0.065, 0.023, 0.007, 0.002, 0.001, 0.002, 0.001, 0.0, 0.001, 0.0, 0.001, 0.002, 0.006, 0.017, 0.04]"
2022-03-28T06:35:30,"[0.0, 0.0, 0.0, 0.001, 0.001, 0.0, 0.0, 0.001, 0.0, 0.002, 0.017, 0.115, 0.304, 0.295, 0.162, 0.059, 0.018, 0.003, 0.0, 0.001, 0.0, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.003, 0.016]"
2022-03-29T06:07:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.001, 0.004, 0.009, 0.049, 0.146, 0.197, 0.204, 0.156, 0.1, 0.063, 0.032, 0.014, 0.008, 0.005, 0.002, 0.003, 0.001, 0.003, 0.001, 0.002]"
2022-03-30T05:49:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.003, 0.008, 0.027, 0.067, 0.131, 0.172, 0.144, 0.145, 0.111, 0.071, 0.041, 0.024, 0.015, 0.01, 0.007, 0.006, 0.008, 0.004, 0.003]"
2022-03-31T06:08:30,"[0.0, 0.0, 0.0, 0.001, 0.001, 0.001, 0.001, 0.002, 0.001, 0.005, 0.006, 0.004, 0.015, 0.038, 0.071, 0.115, 0.134, 0.119, 0.09, 0.069, 0.072, 0.051, 0.049, 0.038, 0.026, 0.026, 0.027, 0.022, 0.016]"
